,area_type,area_name,date,year,month,seasonally_adjusted_y_n,status_preliminary_final,labor_force,employment,unemployment,unemployment_rate
3119,Sub-County Place,Westlake Village city,2021-02-01T00:00:00.000,2021,February,N,Final,3700,3500,200,0.047
3120,Sub-County Place,West Menlo Park CDP,2021-02-01T00:00:00.000,2021,February,N,Final,2100,1900,200,0.079
3121,Sub-County Place,Westminster city,2021-02-01T00:00:00.000,2021,February,N,Final,40600,37100,3500,0.086
3122,Sub-County Place,West Modesto CDP,2021-02-01T00:00:00.000,2021,February,N,Final,2200,1800,500,0.208
3123,Sub-County Place,Westmont CDP,2021-02-01T00:00:00.000,2021,February,N,Final,15000,12800,2200,0.146
3124,Sub-County Place,Westmorland city,2021-02-01T00:00:00.000,2021,February,N,Final,800,700,100,0.162
3125,Sub-County Place,West Point CDP,2021-02-01T00:00:00.000,2021,February,N,Final,130,130,0,0
3126,Sub-County Place,West Puente Valley CDP,2021-02-01T00:00:00.000,2021,February,N,Final,11500,10000,1500,0.132
3127,Sub-County Place,West Sacramento city,2021-02-01T00:00:00.000,2021,February,N,Final,25000,23400,1700,0.066
3128,Sub-County Place,West Whittier Los Nietos CDP,2021-02-01T00:00:00.000,2021,February,N,Final,12200,11200,1000,0.084
3129,Sub-County Place,Westwood CDP,2021-02-01T00:00:00.000,2021,February,N,Final,670,650,20,0.027
3130,Sub-County Place,Wheatland city,2021-02-01T00:00:00.000,2021,February,N,Final,1800,1600,200,0.109
3131,Sub-County Place,Whitehawk CDP,2021-02-01T00:00:00.000,2021,February,N,Final,10,10,0,0
3132,Sub-County Place,Whittier city,2021-02-01T00:00:00.000,2021,February,N,Final,43900,39100,4800,0.109
3133,Sub-County Place,Wildomar city,2021-02-01T00:00:00.000,2021,February,N,Final,17800,16500,1300,0.071
3134,Sub-County Place,Wilkerson CDP,2021-02-01T00:00:00.000,2021,February,N,Final,270,240,30,0.112
3135,Sub-County Place,Williams city,2021-02-01T00:00:00.000,2021,February,N,Final,2520,2230,290,0.115
3136,Sub-County Place,Willits city,2021-02-01T00:00:00.000,2021,February,N,Final,1750,1630,120,0.067
3137,Sub-County Place,Willowbrook CDP,2021-02-01T00:00:00.000,2021,February,N,Final,10300,8400,1900,0.186
3138,Sub-County Place,Willow Creek CDP,2021-02-01T00:00:00.000,2021,February,N,Final,500,500,0,0
3139,Sub-County Place,Willows city,2021-02-01T00:00:00.000,2021,February,N,Final,2450,2190,260,0.107
3140,Sub-County Place,Wilton CDP,2021-02-01T00:00:00.000,2021,February,N,Final,2300,2100,100,0.057
3141,Sub-County Place,Winchester CDP,2021-02-01T00:00:00.000,2021,February,N,Final,1200,1100,100,0.118
3142,Sub-County Place,Windsor town,2021-02-01T00:00:00.000,2021,February,N,Final,13200,12300,900,0.066
3143,Sub-County Place,Winters city,2021-02-01T00:00:00.000,2021,February,N,Final,3900,3600,300,0.071
3144,Sub-County Place,Winton CDP,2021-02-01T00:00:00.000,2021,February,N,Final,5000,4100,800,0.169
3145,Sub-County Place,Wofford Heights CDP,2021-02-01T00:00:00.000,2021,February,N,Final,600,500,100,0.16
3146,Sub-County Place,Woodcrest CDP,2021-02-01T00:00:00.000,2021,February,N,Final,8900,8500,300,0.039
3147,Sub-County Place,Woodlake city,2021-02-01T00:00:00.000,2021,February,N,Final,3100,2800,300,0.086
3148,Sub-County Place,Woodland city,2021-02-01T00:00:00.000,2021,February,N,Final,30400,27700,2700,0.089
3149,Sub-County Place,Woodville CDP,2021-02-01T00:00:00.000,2021,February,N,Final,800,700,200,0.191
3150,Sub-County Place,Wrightwood CDP,2021-02-01T00:00:00.000,2021,February,N,Final,1800,1700,100,0.054
3151,Sub-County Place,Yorba Linda city,2021-02-01T00:00:00.000,2021,February,N,Final,33000,31300,1800,0.054
3152,Sub-County Place,Yosemite Lakes CDP,2021-02-01T00:00:00.000,2021,February,N,Final,2100,1900,200,0.087
3153,Sub-County Place,Yosemite Valley CDP,2021-02-01T00:00:00.000,2021,February,N,Final,980,980,0,0
3154,Sub-County Place,Yountville town,2021-02-01T00:00:00.000,2021,February,N,Final,1100,1000,100,0.088
3155,Sub-County Place,Yreka city,2021-02-01T00:00:00.000,2021,February,N,Final,2980,2720,260,0.086
3156,Sub-County Place,Yuba City city,2021-02-01T00:00:00.000,2021,February,N,Final,30700,27400,3300,0.107
3157,Sub-County Place,Yucaipa city,2021-02-01T00:00:00.000,2021,February,N,Final,25400,23800,1600,0.064
3158,Sub-County Place,Yucca Valley town,2021-02-01T00:00:00.000,2021,February,N,Final,9200,8100,1100,0.124
3159,County,Alameda County,2021-01-01T00:00:00.000,2021,January,N,Final,802200,744200,58000,0.072
3160,County,Alpine County,2021-01-01T00:00:00.000,2021,January,N,Final,630,580,40,0.069
3161,County,Amador County,2021-01-01T00:00:00.000,2021,January,N,Final,14330,13140,1190,0.083
3162,County,Butte County,2021-01-01T00:00:00.000,2021,January,N,Final,91300,83900,7400,0.081
3163,County,Calaveras County,2021-01-01T00:00:00.000,2021,January,N,Final,21160,19680,1470,0.07
3164,County,Colusa County,2021-01-01T00:00:00.000,2021,January,N,Final,10260,8620,1640,0.16
3165,County,Contra Costa County,2021-01-01T00:00:00.000,2021,January,N,Final,534700,494600,40100,0.075
3166,County,Del Norte County,2021-01-01T00:00:00.000,2021,January,N,Final,9310,8470,840,0.09
3167,County,El Dorado County,2021-01-01T00:00:00.000,2021,January,N,Final,90600,84300,6300,0.069
3168,County,Fresno County,2021-01-01T00:00:00.000,2021,January,N,Final,441800,397000,44700,0.101
3169,County,Glenn County,2021-01-01T00:00:00.000,2021,January,N,Final,12250,11270,980,0.08
3170,County,Humboldt County,2021-01-01T00:00:00.000,2021,January,N,Final,58800,54400,4300,0.074
3171,County,Imperial County,2021-01-01T00:00:00.000,2021,January,N,Final,65200,54500,10800,0.165
3172,County,Inyo County,2021-01-01T00:00:00.000,2021,January,N,Final,8270,7700,570,0.069
3173,County,Kern County,2021-01-01T00:00:00.000,2021,January,N,Final,380000,338800,41200,0.108
3174,County,Kings County,2021-01-01T00:00:00.000,2021,January,N,Final,55200,49200,6000,0.109
3175,County,Lake County,2021-01-01T00:00:00.000,2021,January,N,Final,28660,26100,2560,0.089
3176,County,Lassen County,2021-01-01T00:00:00.000,2021,January,N,Final,9450,8800,660,0.07
3177,County,Los Angeles County,2021-01-01T00:00:00.000,2021,January,N,Final,4915800,4289900,625900,0.127
3178,County,Los Angeles County,2021-01-01T00:00:00.000,2021,January,Y,Final,4877000,4263900,613100,0.126
3179,County,Madera County,2021-01-01T00:00:00.000,2021,January,N,Final,62600,56500,6100,0.098
3180,County,Marin County,2021-01-01T00:00:00.000,2021,January,N,Final,128700,121700,7000,0.054
3181,County,Mariposa County,2021-01-01T00:00:00.000,2021,January,N,Final,6760,5950,810,0.12
3182,County,Mendocino County,2021-01-01T00:00:00.000,2021,January,N,Final,36210,33410,2800,0.077
3183,County,Merced County,2021-01-01T00:00:00.000,2021,January,N,Final,113900,100700,13200,0.116
3184,County,Modoc County,2021-01-01T00:00:00.000,2021,January,N,Final,3120,2830,290,0.094
3185,County,Mono County,2021-01-01T00:00:00.000,2021,January,N,Final,8580,7810,770,0.09
3186,County,Monterey County,2021-01-01T00:00:00.000,2021,January,N,Final,203100,179800,23300,0.115
3187,County,Napa County,2021-01-01T00:00:00.000,2021,January,N,Final,66900,61000,5900,0.088
3188,County,Nevada County,2021-01-01T00:00:00.000,2021,January,N,Final,46760,43620,3140,0.067
3189,County,Orange County,2021-01-01T00:00:00.000,2021,January,N,Final,1520400,1409100,111300,0.073
3190,County,Placer County,2021-01-01T00:00:00.000,2021,January,N,Final,184500,173400,11000,0.06
3191,County,Plumas County,2021-01-01T00:00:00.000,2021,January,N,Final,7090,6240,850,0.12
3192,County,Riverside County,2021-01-01T00:00:00.000,2021,January,N,Final,1106000,1011200,94800,0.086
3193,County,Sacramento County,2021-01-01T00:00:00.000,2021,January,N,Final,706900,649300,57500,0.081
3194,County,San Benito County,2021-01-01T00:00:00.000,2021,January,N,Final,30900,28100,2800,0.089
3195,County,San Bernardino County,2021-01-01T00:00:00.000,2021,January,N,Final,969800,886400,83400,0.086
3196,County,San Diego County,2021-01-01T00:00:00.000,2021,January,N,Final,1518700,1397000,121700,0.08
3197,County,San Francisco County,2021-01-01T00:00:00.000,2021,January,N,Final,536300,503100,33200,0.062
3198,County,San Joaquin County,2021-01-01T00:00:00.000,2021,January,N,Final,329800,296800,33000,0.1
3199,County,San Luis Obispo County,2021-01-01T00:00:00.000,2021,January,N,Final,130700,121800,8900,0.068
3200,County,San Mateo County,2021-01-01T00:00:00.000,2021,January,N,Final,420900,397000,23900,0.057
3201,County,Santa Barbara County,2021-01-01T00:00:00.000,2021,January,N,Final,210900,194600,16400,0.078
3202,County,Santa Clara County,2021-01-01T00:00:00.000,2021,January,N,Final,1004000,947000,57000,0.057
3203,County,Santa Cruz County,2021-01-01T00:00:00.000,2021,January,N,Final,128500,117200,11200,0.087
3204,County,Shasta County,2021-01-01T00:00:00.000,2021,January,N,Final,73400,67600,5800,0.079
3205,County,Sierra County,2021-01-01T00:00:00.000,2021,January,N,Final,1260,1170,100,0.076
3206,County,Siskiyou County,2021-01-01T00:00:00.000,2021,January,N,Final,16500,14870,1630,0.099
3207,County,Solano County,2021-01-01T00:00:00.000,2021,January,N,Final,201200,183800,17300,0.086
3208,County,Sonoma County,2021-01-01T00:00:00.000,2021,January,N,Final,235800,219000,16800,0.071
3209,County,Stanislaus County,2021-01-01T00:00:00.000,2021,January,N,Final,237300,215000,22300,0.094
3210,County,Sutter County,2021-01-01T00:00:00.000,2021,January,N,Final,43200,38700,4500,0.104
3211,County,Tehama County,2021-01-01T00:00:00.000,2021,January,N,Final,25220,23190,2040,0.081
3212,County,Trinity County,2021-01-01T00:00:00.000,2021,January,N,Final,4400,4060,340,0.078
3213,County,Tulare County,2021-01-01T00:00:00.000,2021,January,N,Final,195500,173100,22400,0.115
3214,County,Tuolumne County,2021-01-01T00:00:00.000,2021,January,N,Final,19810,17980,1830,0.092
3215,County,Ventura County,2021-01-01T00:00:00.000,2021,January,N,Final,402600,372600,30000,0.074
3216,County,Yolo County,2021-01-01T00:00:00.000,2021,January,N,Final,105000,97600,7400,0.07
3217,County,Yuba County,2021-01-01T00:00:00.000,2021,January,N,Final,29000,26100,2900,0.101
3218,Metro Division,"Anaheim-Santa Ana-Irvine, CA Met Div",2021-01-01T00:00:00.000,2021,January,Y,Final,1537267,1421920,115347,0.075
3219,Metro Division,"Oakland-Hayward-Berkeley, CA Met Div",2021-01-01T00:00:00.000,2021,January,Y,Final,1337464,1239490,97974,0.073
3220,Metro Division,"San Francisco-Redwood City-South San Francisco, CA Met Div",2021-01-01T00:00:00.000,2021,January,Y,Final,967883,907066,60817,0.063
3221,Metro Division,"San Rafael, CA Met Div",2021-01-01T00:00:00.000,2021,January,Y,Final,131380,123913,7467,0.057
3222,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2021-01-01T00:00:00.000,2021,January,N,Final,1520400,1409100,111300,0.073
3223,Metropolitan Area,Bakersfield MSA,2021-01-01T00:00:00.000,2021,January,N,Final,380000,338800,41200,0.108
3224,Metropolitan Area,Chico MSA,2021-01-01T00:00:00.000,2021,January,N,Final,91300,83900,7400,0.081
3225,Metropolitan Area,El Centro MSA,2021-01-01T00:00:00.000,2021,January,N,Final,65200,54500,10800,0.165
3226,Metropolitan Area,Fresno MSA,2021-01-01T00:00:00.000,2021,January,N,Final,441800,397000,44700,0.101
3227,Metropolitan Area,Hanford-Corcoran MSA,2021-01-01T00:00:00.000,2021,January,N,Final,55200,49200,6000,0.109
3228,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2021-01-01T00:00:00.000,2021,January,N,Final,4915800,4289900,625900,0.127
3229,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2021-01-01T00:00:00.000,2021,January,Y,Final,4877000,4263900,613100,0.126
3230,Metropolitan Area,Madera MSA,2021-01-01T00:00:00.000,2021,January,N,Final,62600,56500,6100,0.098
3231,Metropolitan Area,Merced MSA,2021-01-01T00:00:00.000,2021,January,N,Final,113900,100700,13200,0.116
3232,Metropolitan Area,Modesto MSA,2021-01-01T00:00:00.000,2021,January,N,Final,237300,215000,22300,0.094
3233,Metropolitan Area,Napa MSA,2021-01-01T00:00:00.000,2021,January,N,Final,66900,61000,5900,0.088
3234,Metropolitan Area,Oakland-Hayward-Berkeley MD,2021-01-01T00:00:00.000,2021,January,N,Final,1336900,1238800,98100,0.073
3235,Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,2021-01-01T00:00:00.000,2021,January,N,Final,402600,372600,30000,0.074
3236,Metropolitan Area,Redding MSA,2021-01-01T00:00:00.000,2021,January,N,Final,73400,67600,5800,0.079
3237,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2021-01-01T00:00:00.000,2021,January,N,Final,2075800,1897600,178200,0.086
3238,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2021-01-01T00:00:00.000,2021,January,N,Final,1086900,1004700,82200,0.076
3239,Metropolitan Area,Salinas MSA,2021-01-01T00:00:00.000,2021,January,N,Final,203100,179800,23300,0.115
3240,Metropolitan Area,San Diego-Carlsbad MSA,2021-01-01T00:00:00.000,2021,January,N,Final,1518700,1397000,121700,0.08
3241,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,2021-01-01T00:00:00.000,2021,January,N,Final,957200,900100,57100,0.06
3242,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2021-01-01T00:00:00.000,2021,January,N,Final,1034900,975100,59800,0.058
3243,Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA,2021-01-01T00:00:00.000,2021,January,N,Final,130700,121800,8900,0.068
3244,Metropolitan Area,San Rafael MD,2021-01-01T00:00:00.000,2021,January,N,Final,128700,121700,7000,0.054
3245,Metropolitan Area,Santa Cruz-Watsonville MSA,2021-01-01T00:00:00.000,2021,January,N,Final,128500,117200,11200,0.087
3246,Metropolitan Area,Santa Maria-Santa Barbara MSA,2021-01-01T00:00:00.000,2021,January,N,Final,210900,194600,16400,0.078
3247,Metropolitan Area,Santa Rosa MSA,2021-01-01T00:00:00.000,2021,January,N,Final,235800,219000,16800,0.071
3248,Metropolitan Area,Stockton-Lodi MSA,2021-01-01T00:00:00.000,2021,January,N,Final,329800,296800,33000,0.1
3249,Metropolitan Area,Vallejo-Fairfield MSA,2021-01-01T00:00:00.000,2021,January,N,Final,201200,183800,17300,0.086
3250,Metropolitan Area,Visalia-Porterville MSA,2021-01-01T00:00:00.000,2021,January,N,Final,195500,173100,22400,0.115
3251,Metropolitan Area,Yuba City MSA,2021-01-01T00:00:00.000,2021,January,N,Final,72100,64700,7400,0.103
3252,MSA,"Bakersfield, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,378322,342151,36171,0.096
3253,MSA,"Chico, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,92212,85879,6333,0.069
3254,MSA,"El Centro, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,65708,53344,12364,0.188
3255,MSA,"Fresno, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,449423,405899,43524,0.097
3256,MSA,"Hanford-Corcoran, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,55121,50010,5111,0.093
3257,MSA,"Los Angeles-Long Beach-Anaheim, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,6384699,5664130,720569,0.113
3258,MSA,"Madera, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,61932,56251,5681,0.092
3259,MSA,"Merced, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,114409,102183,12226,0.107
3260,MSA,"Modesto, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,237491,218674,18817,0.079
3261,MSA,"Napa, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,68734,63385,5349,0.078
3262,MSA,"Oxnard-Thousand Oaks-Ventura, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,406560,377790,28770,0.071
3263,MSA,"Redding, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,72363,67607,4756,0.066
3264,MSA,"Riverside-San Bernardino-Ontario, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,2091212,1913846,177366,0.085
3265,MSA,"Sacramento--Roseville--Arden-Arcade, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,1095836,1012924,82912,0.076
3266,MSA,"Salinas, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,211275,193917,17358,0.082
3267,MSA,"San Diego-Carlsbad, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,1533280,1407799,125481,0.082
3268,MSA,"San Francisco-Oakland-Hayward, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,2434174,2269622,164552,0.068
3269,MSA,"San Jose-Sunnyvale-Santa Clara, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,1042914,980836,62078,0.06
3270,MSA,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,132293,123966,8327,0.063
3271,MSA,"Santa Cruz-Watsonville, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,131423,121735,9688,0.074
3272,MSA,"Santa Maria-Santa Barbara, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,217502,203249,14253,0.066
3273,MSA,"Santa Rosa, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,237091,221667,15424,0.065
3274,MSA,"Stockton-Lodi, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,330503,300581,29922,0.091
3275,MSA,"Vallejo-Fairfield, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,202398,185279,17119,0.085
3276,MSA,"Visalia-Porterville, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,191420,172182,19238,0.101
3277,MSA,"Yuba City, CA MSA",2021-01-01T00:00:00.000,2021,January,Y,Final,72962,67056,5906,0.081
3278,State,California,2021-01-01T00:00:00.000,2021,January,N,Final,18621900,16901700,1720200,0.092
3279,State,California,2021-01-01T00:00:00.000,2021,January,Y,Final,18668500,16988700,1679800,0.09
3280,Sub-County Place,Acton CDP,2021-01-01T00:00:00.000,2021,January,N,Final,3700,3000,600,0.172
3281,Sub-County Place,Adelanto city,2021-01-01T00:00:00.000,2021,January,N,Final,10200,8500,1700,0.168
3282,Sub-County Place,Agoura Hills city,2021-01-01T00:00:00.000,2021,January,N,Final,10900,9700,1200,0.107
3283,Sub-County Place,Alameda city,2021-01-01T00:00:00.000,2021,January,N,Final,38800,36100,2700,0.069
3284,Sub-County Place,Alamo CDP,2021-01-01T00:00:00.000,2021,January,N,Final,6600,6300,300,0.05
3285,Sub-County Place,Albany city,2021-01-01T00:00:00.000,2021,January,N,Final,9300,8800,500,0.056
3286,Sub-County Place,Alhambra city,2021-01-01T00:00:00.000,2021,January,N,Final,44000,39100,4900,0.111
3287,Sub-County Place,Aliso Viejo city,2021-01-01T00:00:00.000,2021,January,N,Final,28100,26200,1900,0.066
3288,Sub-County Place,Alondra Park CDP,2021-01-01T00:00:00.000,2021,January,N,Final,3600,3000,600,0.155
3289,Sub-County Place,Alpaugh CDP,2021-01-01T00:00:00.000,2021,January,N,Final,400,300,100,0.17
3290,Sub-County Place,Alpine Village CDP,2021-01-01T00:00:00.000,2021,January,N,Final,110,110,0,0
3291,Sub-County Place,Altadena CDP,2021-01-01T00:00:00.000,2021,January,N,Final,22600,20400,2200,0.098
3292,Sub-County Place,Alta Sierra CDP,2021-01-01T00:00:00.000,2021,January,N,Final,3400,3340,60,0.016
3293,Sub-County Place,Alturas city,2021-01-01T00:00:00.000,2021,January,N,Final,1020,940,90,0.083
3294,Sub-County Place,Amador City city,2021-01-01T00:00:00.000,2021,January,N,Final,70,60,10,0.157
3295,Sub-County Place,American Canyon city,2021-01-01T00:00:00.000,2021,January,N,Final,9700,8500,1200,0.125
3296,Sub-County Place,Anaheim city,2021-01-01T00:00:00.000,2021,January,N,Final,162600,148700,13800,0.085
3297,Sub-County Place,Anderson city,2021-01-01T00:00:00.000,2021,January,N,Final,4200,3700,400,0.107
3298,Sub-County Place,Angels City city,2021-01-01T00:00:00.000,2021,January,N,Final,1740,1740,10,0.003
3299,Sub-County Place,Angwin CDP,2021-01-01T00:00:00.000,2021,January,N,Final,1900,1700,200,0.099
3300,Sub-County Place,Antioch city,2021-01-01T00:00:00.000,2021,January,N,Final,49500,44200,5300,0.107
3301,Sub-County Place,Apple Valley town,2021-01-01T00:00:00.000,2021,January,N,Final,29200,26500,2700,0.094
3302,Sub-County Place,Aptos CDP,2021-01-01T00:00:00.000,2021,January,N,Final,3000,2900,200,0.053
3303,Sub-County Place,Aptos Hills Larkin Valley CDP,2021-01-01T00:00:00.000,2021,January,N,Final,1200,1000,200,0.151
3304,Sub-County Place,Arbuckle CDP,2021-01-01T00:00:00.000,2021,January,N,Final,1820,1460,350,0.194
3305,Sub-County Place,Arcadia city,2021-01-01T00:00:00.000,2021,January,N,Final,27700,25300,2400,0.088
3306,Sub-County Place,Arcata city,2021-01-01T00:00:00.000,2021,January,N,Final,8700,7700,1000,0.119
3307,Sub-County Place,Arden Arcade CDP,2021-01-01T00:00:00.000,2021,January,N,Final,46200,41100,5100,0.111
3308,Sub-County Place,Armona CDP,2021-01-01T00:00:00.000,2021,January,N,Final,1400,1200,200,0.153
3309,Sub-County Place,Arnold CDP,2021-01-01T00:00:00.000,2021,January,N,Final,1270,1160,110,0.085
3310,Sub-County Place,Aromas CDP (Monterey Co),2021-01-01T00:00:00.000,2021,January,N,Final,1400,1200,200,0.127
3311,Sub-County Place,Arroyo Grande city,2021-01-01T00:00:00.000,2021,January,N,Final,8500,8000,500,0.061
3312,Sub-County Place,Artesia city,2021-01-01T00:00:00.000,2021,January,N,Final,7500,6900,600,0.079
3313,Sub-County Place,Arvin city,2021-01-01T00:00:00.000,2021,January,N,Final,9000,8000,900,0.105
3314,Sub-County Place,Ashland CDP,2021-01-01T00:00:00.000,2021,January,N,Final,11100,9900,1200,0.112
3315,Sub-County Place,Atascadero city,2021-01-01T00:00:00.000,2021,January,N,Final,14200,13300,900,0.062
3316,Sub-County Place,Atherton town,2021-01-01T00:00:00.000,2021,January,N,Final,3000,2800,200,0.061
3317,Sub-County Place,Atwater city,2021-01-01T00:00:00.000,2021,January,N,Final,11800,10400,1400,0.118
3318,Sub-County Place,Auberry CDP,2021-01-01T00:00:00.000,2021,January,N,Final,1000,1000,100,0.049
3319,Sub-County Place,Auburn city,2021-01-01T00:00:00.000,2021,January,N,Final,6800,6400,400,0.059
3320,Sub-County Place,August CDP,2021-01-01T00:00:00.000,2021,January,N,Final,3200,2600,600,0.183
3321,Sub-County Place,Avalon city,2021-01-01T00:00:00.000,2021,January,N,Final,1800,1800,100,0.039
3322,Sub-County Place,Avenal city,2021-01-01T00:00:00.000,2021,January,N,Final,3700,3200,500,0.14
3323,Sub-County Place,Avery CDP,2021-01-01T00:00:00.000,2021,January,N,Final,320,280,40,0.125
3324,Sub-County Place,Avocado Heights CDP,2021-01-01T00:00:00.000,2021,January,N,Final,7700,6500,1200,0.155
3325,Sub-County Place,Azusa city,2021-01-01T00:00:00.000,2021,January,N,Final,24400,21400,3000,0.122
3326,Sub-County Place,Bakersfield city,2021-01-01T00:00:00.000,2021,January,N,Final,174500,158800,15600,0.09
3327,Sub-County Place,Baldwin Park city,2021-01-01T00:00:00.000,2021,January,N,Final,33700,29000,4700,0.139
3328,Sub-County Place,Banning city,2021-01-01T00:00:00.000,2021,January,N,Final,11300,10100,1200,0.103
3329,Sub-County Place,Barstow city,2021-01-01T00:00:00.000,2021,January,N,Final,9000,7900,1100,0.124
3330,Sub-County Place,Bay Point CDP,2021-01-01T00:00:00.000,2021,January,N,Final,11100,9500,1600,0.146
3331,Sub-County Place,Beale AFB CDP,2021-01-01T00:00:00.000,2021,January,N,Final,200,200,0,0.155
3332,Sub-County Place,Bear Valley CDP,2021-01-01T00:00:00.000,2021,January,N,Final,50,50,0,0
3333,Sub-County Place,Bear Valley Springs CDP,2021-01-01T00:00:00.000,2021,January,N,Final,1900,1800,100,0.053
3334,Sub-County Place,Beaumont city,2021-01-01T00:00:00.000,2021,January,N,Final,23500,21900,1700,0.071
3335,Sub-County Place,Beckwourth CDP,2021-01-01T00:00:00.000,2021,January,N,Final,90,90,0,0
3336,Sub-County Place,Belden CDP,2021-01-01T00:00:00.000,2021,January,N,Final,0,0,0,0
3337,Sub-County Place,Bell city,2021-01-01T00:00:00.000,2021,January,N,Final,14800,12700,2100,0.141
3338,Sub-County Place,Bellflower city,2021-01-01T00:00:00.000,2021,January,N,Final,35800,30400,5400,0.151
3339,Sub-County Place,Bell Gardens city,2021-01-01T00:00:00.000,2021,January,N,Final,17800,15200,2600,0.147
3340,Sub-County Place,Belmont city,2021-01-01T00:00:00.000,2021,January,N,Final,15300,14500,800,0.05
3341,Sub-County Place,Benicia city,2021-01-01T00:00:00.000,2021,January,N,Final,14000,13100,900,0.062
3342,Sub-County Place,Ben Lomond CDP,2021-01-01T00:00:00.000,2021,January,N,Final,3300,3100,200,0.054
3343,Sub-County Place,Berkeley city,2021-01-01T00:00:00.000,2021,January,N,Final,58600,55200,3400,0.058
3344,Sub-County Place,Bermuda Dunes CDP,2021-01-01T00:00:00.000,2021,January,N,Final,3900,3600,300,0.076
3345,Sub-County Place,Bertsch Oceanview CDP,2021-01-01T00:00:00.000,2021,January,N,Final,800,660,140,0.174
3346,Sub-County Place,Bethel Island CDP,2021-01-01T00:00:00.000,2021,January,N,Final,800,800,0,0.033
3347,Sub-County Place,Beverly Hills city,2021-01-01T00:00:00.000,2021,January,N,Final,17000,15400,1600,0.093
3348,Sub-County Place,Big Bear City CDP,2021-01-01T00:00:00.000,2021,January,N,Final,5900,5500,400,0.066
3349,Sub-County Place,Big Bear Lake city,2021-01-01T00:00:00.000,2021,January,N,Final,2300,2200,100,0.041
3350,Sub-County Place,Biggs city,2021-01-01T00:00:00.000,2021,January,N,Final,800,700,100,0.098
3351,Sub-County Place,Big Pine CDP,2021-01-01T00:00:00.000,2021,January,N,Final,690,600,90,0.132
3352,Sub-County Place,Big River CDP,2021-01-01T00:00:00.000,2021,January,N,Final,400,300,0,0.103
3353,Sub-County Place,Biola CDP,2021-01-01T00:00:00.000,2021,January,N,Final,600,500,100,0.215
3354,Sub-County Place,Bishop city,2021-01-01T00:00:00.000,2021,January,N,Final,1670,1610,60,0.038
3355,Sub-County Place,Bloomington CDP,2021-01-01T00:00:00.000,2021,January,N,Final,10700,9600,1100,0.105
3356,Sub-County Place,Blue Lake city,2021-01-01T00:00:00.000,2021,January,N,Final,500,500,0,0.044
3357,Sub-County Place,Bluewater CDP,2021-01-01T00:00:00.000,2021,January,N,Final,0,0,0,0
3358,Sub-County Place,Blythe city,2021-01-01T00:00:00.000,2021,January,N,Final,6100,5600,500,0.087
3359,Sub-County Place,Bodega Bay CDP,2021-01-01T00:00:00.000,2021,January,N,Final,400,400,0,0.047
3360,Sub-County Place,Bodfish CDP,2021-01-01T00:00:00.000,2021,January,N,Final,400,300,100,0.206
3361,Sub-County Place,Bonadelle Ranchos Madera Ranchos CDP,2021-01-01T00:00:00.000,2021,January,N,Final,4300,4000,300,0.07
3362,Sub-County Place,Bonita CDP,2021-01-01T00:00:00.000,2021,January,N,Final,5900,5300,600,0.101
3363,Sub-County Place,Bootjack CDP,2021-01-01T00:00:00.000,2021,January,N,Final,280,240,40,0.138
3364,Sub-County Place,Boron CDP,2021-01-01T00:00:00.000,2021,January,N,Final,800,700,0,0.058
