,area_type,area_name,date,year,month,seasonally_adjusted_y_n,status_preliminary_final,labor_force,employment,unemployment,unemployment_rate
15843,County,Solano County,2020-01-01T00:00:00.000,2020,January,N,Final,206400,197800,8600,0.042
15844,County,Sonoma County,2020-01-01T00:00:00.000,2020,January,N,Final,254100,246400,7700,0.03
15845,County,Stanislaus County,2020-01-01T00:00:00.000,2020,January,N,Final,240700,224400,16300,0.068
15846,County,Sutter County,2020-01-01T00:00:00.000,2020,January,N,Final,45200,41100,4100,0.091
15847,County,Tehama County,2020-01-01T00:00:00.000,2020,January,N,Final,25910,24240,1670,0.064
15848,County,Trinity County,2020-01-01T00:00:00.000,2020,January,N,Final,4390,4090,310,0.07
15849,County,Tulare County,2020-01-01T00:00:00.000,2020,January,N,Final,204500,181700,22800,0.112
15850,County,Tuolumne County,2020-01-01T00:00:00.000,2020,January,N,Final,20440,19370,1070,0.052
15851,County,Ventura County,2020-01-01T00:00:00.000,2020,January,N,Final,419800,403100,16700,0.04
15852,County,Yolo County,2020-01-01T00:00:00.000,2020,January,N,Final,107900,102400,5500,0.051
15853,County,Yuba County,2020-01-01T00:00:00.000,2020,January,N,Final,30200,28000,2200,0.073
15854,Metro Division,"Anaheim-Santa Ana-Irvine, CA Met Div",2020-01-01T00:00:00.000,2020,January,Y,Final,1613094,1566683,46411,0.029
15855,Metro Division,"Oakland-Hayward-Berkeley, CA Met Div",2020-01-01T00:00:00.000,2020,January,Y,Final,1401185,1359615,41570,0.03
15856,Metro Division,"San Francisco-Redwood City-South San Francisco, CA Met Div",2020-01-01T00:00:00.000,2020,January,Y,Final,1041313,1019076,22237,0.021
15857,Metro Division,"San Rafael, CA Met Div",2020-01-01T00:00:00.000,2020,January,Y,Final,138344,135020,3324,0.024
15858,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2020-01-01T00:00:00.000,2020,January,N,Final,1609100,1561800,47300,0.029
15859,Metropolitan Area,Bakersfield MSA,2020-01-01T00:00:00.000,2020,January,N,Final,393100,358500,34500,0.088
15860,Metropolitan Area,Chico MSA,2020-01-01T00:00:00.000,2020,January,N,Final,96300,90800,5400,0.056
15861,Metropolitan Area,El Centro MSA,2020-01-01T00:00:00.000,2020,January,N,Final,72700,58300,14500,0.199
15862,Metropolitan Area,Fresno MSA,2020-01-01T00:00:00.000,2020,January,N,Final,451100,413800,37300,0.083
15863,Metropolitan Area,Hanford-Corcoran MSA,2020-01-01T00:00:00.000,2020,January,N,Final,57700,52100,5600,0.096
15864,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2020-01-01T00:00:00.000,2020,January,Y,Final,5192900,4942900,250000,0.048
15865,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2020-01-01T00:00:00.000,2020,January,N,Final,5210600,4957000,253500,0.049
15866,Metropolitan Area,Madera MSA,2020-01-01T00:00:00.000,2020,January,N,Final,63300,58100,5200,0.082
15867,Metropolitan Area,Merced MSA,2020-01-01T00:00:00.000,2020,January,N,Final,115800,104300,11500,0.099
15868,Metropolitan Area,Modesto MSA,2020-01-01T00:00:00.000,2020,January,N,Final,240700,224400,16300,0.068
15869,Metropolitan Area,Napa MSA,2020-01-01T00:00:00.000,2020,January,N,Final,70500,67900,2600,0.037
15870,Metropolitan Area,Oakland-Hayward-Berkeley MD,2020-01-01T00:00:00.000,2020,January,N,Final,1395500,1350900,44600,0.032
15871,Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,2020-01-01T00:00:00.000,2020,January,N,Final,419800,403100,16700,0.04
15872,Metropolitan Area,Redding MSA,2020-01-01T00:00:00.000,2020,January,N,Final,73600,69500,4100,0.055
15873,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2020-01-01T00:00:00.000,2020,January,N,Final,2097700,2011400,86300,0.041
15874,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2020-01-01T00:00:00.000,2020,January,N,Final,1099800,1056200,43600,0.04
15875,Metropolitan Area,Salinas MSA,2020-01-01T00:00:00.000,2020,January,N,Final,209700,188500,21200,0.101
15876,Metropolitan Area,San Diego-Carlsbad MSA,2020-01-01T00:00:00.000,2020,January,N,Final,1577100,1523200,54000,0.034
15877,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,2020-01-01T00:00:00.000,2020,January,N,Final,1037700,1014000,23700,0.023
15878,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2020-01-01T00:00:00.000,2020,January,N,Final,1082400,1052300,30100,0.028
15879,Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA,2020-01-01T00:00:00.000,2020,January,N,Final,138400,134000,4500,0.032
15880,Metropolitan Area,San Rafael MD,2020-01-01T00:00:00.000,2020,January,N,Final,137800,134400,3400,0.025
15881,Metropolitan Area,Santa Cruz-Watsonville MSA,2020-01-01T00:00:00.000,2020,January,N,Final,138400,129600,8800,0.063
15882,Metropolitan Area,Santa Maria-Santa Barbara MSA,2020-01-01T00:00:00.000,2020,January,N,Final,219200,209100,10200,0.046
15883,Metropolitan Area,Santa Rosa MSA,2020-01-01T00:00:00.000,2020,January,N,Final,254100,246400,7700,0.03
15884,Metropolitan Area,Stockton-Lodi MSA,2020-01-01T00:00:00.000,2020,January,N,Final,329400,307100,22300,0.068
15885,Metropolitan Area,Vallejo-Fairfield MSA,2020-01-01T00:00:00.000,2020,January,N,Final,206400,197800,8600,0.042
15886,Metropolitan Area,Visalia-Porterville MSA,2020-01-01T00:00:00.000,2020,January,N,Final,204500,181700,22800,0.112
15887,Metropolitan Area,Yuba City MSA,2020-01-01T00:00:00.000,2020,January,N,Final,75400,69100,6300,0.084
15888,MSA,"Bakersfield, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,389895,359621,30274,0.078
15889,MSA,"Chico, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,97139,92446,4693,0.048
15890,MSA,"El Centro, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,73505,57611,15894,0.216
15891,MSA,"Fresno, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,452241,420050,32191,0.071
15892,MSA,"Hanford-Corcoran, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,57791,53186,4605,0.08
15893,MSA,"Los Angeles-Long Beach-Anaheim, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,6813245,6526691,286554,0.042
15894,MSA,"Madera, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,62142,57812,4330,0.07
15895,MSA,"Merced, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,116259,106773,9486,0.082
15896,MSA,"Modesto, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,242675,228687,13988,0.058
15897,MSA,"Napa, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,72567,70455,2112,0.029
15898,MSA,"Oxnard-Thousand Oaks-Ventura, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,421105,405996,15109,0.036
15899,MSA,"Redding, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,73112,69741,3371,0.046
15900,MSA,"Riverside-San Bernardino-Ontario, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,2092660,2010700,81960,0.039
15901,MSA,"Sacramento--Roseville--Arden-Arcade, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,1100905,1062142,38763,0.035
15902,MSA,"Salinas, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,220448,206777,13671,0.062
15903,MSA,"San Diego-Carlsbad, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,1579538,1529393,50145,0.032
15904,MSA,"San Francisco-Oakland-Hayward, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,2581384,2513779,67605,0.026
15905,MSA,"San Jose-Sunnyvale-Santa Clara, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,1087174,1058128,29046,0.027
15906,MSA,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,139113,134978,4135,0.03
15907,MSA,"Santa Cruz-Watsonville, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,140186,133698,6488,0.046
15908,MSA,"Santa Maria-Santa Barbara, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,221072,213280,7792,0.035
15909,MSA,"Santa Rosa, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,256475,249406,7069,0.028
15910,MSA,"Stockton-Lodi, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,327840,308766,19074,0.058
15911,MSA,"Vallejo-Fairfield, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,206765,199153,7612,0.037
15912,MSA,"Visalia-Porterville, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,203517,183627,19890,0.098
15913,MSA,"Yuba City, CA MSA",2020-01-01T00:00:00.000,2020,January,Y,Final,76566,71211,5355,0.07
15914,State,California,2020-01-01T00:00:00.000,2020,January,N,Final,19438600,18565200,873500,0.045
15915,State,California,2020-01-01T00:00:00.000,2020,January,Y,Final,19437100,18613300,823800,0.042
15916,Sub-County Place,Acton CDP,2020-01-01T00:00:00.000,2020,January,N,Final,3600,3400,100,0.041
15917,Sub-County Place,Adelanto city,2020-01-01T00:00:00.000,2020,January,N,Final,9700,9000,700,0.071
15918,Sub-County Place,Agoura Hills city,2020-01-01T00:00:00.000,2020,January,N,Final,11700,11200,500,0.044
15919,Sub-County Place,Alameda city,2020-01-01T00:00:00.000,2020,January,N,Final,40600,39400,1200,0.029
15920,Sub-County Place,Alamo CDP,2020-01-01T00:00:00.000,2020,January,N,Final,6300,6200,100,0.011
15921,Sub-County Place,Albany city,2020-01-01T00:00:00.000,2020,January,N,Final,9700,9500,200,0.024
15922,Sub-County Place,Alhambra city,2020-01-01T00:00:00.000,2020,January,N,Final,47200,45200,2000,0.041
15923,Sub-County Place,Aliso Viejo city,2020-01-01T00:00:00.000,2020,January,N,Final,29800,29100,800,0.026
15924,Sub-County Place,Alondra Park CDP,2020-01-01T00:00:00.000,2020,January,N,Final,4400,4200,200,0.042
15925,Sub-County Place,Alpaugh CDP,2020-01-01T00:00:00.000,2020,January,N,Final,500,300,100,0.268
15926,Sub-County Place,Alpine Village CDP,2020-01-01T00:00:00.000,2020,January,N,Final,100,100,0,0
15927,Sub-County Place,Altadena CDP,2020-01-01T00:00:00.000,2020,January,N,Final,23700,22600,1100,0.044
15928,Sub-County Place,Alta Sierra CDP,2020-01-01T00:00:00.000,2020,January,N,Final,3640,3560,80,0.021
15929,Sub-County Place,Alturas city,2020-01-01T00:00:00.000,2020,January,N,Final,1020,870,150,0.149
15930,Sub-County Place,Amador City city,2020-01-01T00:00:00.000,2020,January,N,Final,70,70,10,0.096
15931,Sub-County Place,American Canyon city,2020-01-01T00:00:00.000,2020,January,N,Final,10000,9500,400,0.042
15932,Sub-County Place,Anaheim city,2020-01-01T00:00:00.000,2020,January,N,Final,170100,164900,5300,0.031
15933,Sub-County Place,Anderson city,2020-01-01T00:00:00.000,2020,January,N,Final,4100,3900,200,0.049
15934,Sub-County Place,Angels City city,2020-01-01T00:00:00.000,2020,January,N,Final,1850,1790,60,0.032
15935,Sub-County Place,Angwin CDP,2020-01-01T00:00:00.000,2020,January,N,Final,1800,1700,100,0.039
15936,Sub-County Place,Antioch city,2020-01-01T00:00:00.000,2020,January,N,Final,50400,48200,2200,0.044
15937,Sub-County Place,Apple Valley town,2020-01-01T00:00:00.000,2020,January,N,Final,29500,28100,1400,0.049
15938,Sub-County Place,Aptos CDP,2020-01-01T00:00:00.000,2020,January,N,Final,3500,3400,100,0.025
15939,Sub-County Place,Aptos Hills Larkin Valley CDP,2020-01-01T00:00:00.000,2020,January,N,Final,1000,1000,0,0.043
15940,Sub-County Place,Arbuckle CDP,2020-01-01T00:00:00.000,2020,January,N,Final,2150,1590,560,0.261
15941,Sub-County Place,Arcadia city,2020-01-01T00:00:00.000,2020,January,N,Final,30300,29200,1100,0.037
15942,Sub-County Place,Arcata city,2020-01-01T00:00:00.000,2020,January,N,Final,9400,8800,600,0.064
15943,Sub-County Place,Arden Arcade CDP,2020-01-01T00:00:00.000,2020,January,N,Final,46900,44400,2500,0.052
15944,Sub-County Place,Armona CDP,2020-01-01T00:00:00.000,2020,January,N,Final,1700,1500,200,0.096
15945,Sub-County Place,Arnold CDP,2020-01-01T00:00:00.000,2020,January,N,Final,1010,950,60,0.062
15946,Sub-County Place,Aromas CDP (Monterey Co),2020-01-01T00:00:00.000,2020,January,N,Final,1400,1300,100,0.069
15947,Sub-County Place,Arroyo Grande city,2020-01-01T00:00:00.000,2020,January,N,Final,9000,8800,200,0.017
15948,Sub-County Place,Artesia city,2020-01-01T00:00:00.000,2020,January,N,Final,8200,7800,400,0.043
15949,Sub-County Place,Arvin city,2020-01-01T00:00:00.000,2020,January,N,Final,9000,8200,800,0.085
15950,Sub-County Place,Ashland CDP,2020-01-01T00:00:00.000,2020,January,N,Final,12000,11400,600,0.05
15951,Sub-County Place,Atascadero city,2020-01-01T00:00:00.000,2020,January,N,Final,15100,14600,400,0.029
15952,Sub-County Place,Atherton town,2020-01-01T00:00:00.000,2020,January,N,Final,3300,3200,100,0.028
15953,Sub-County Place,Atwater city,2020-01-01T00:00:00.000,2020,January,N,Final,11900,10800,1200,0.098
15954,Sub-County Place,Auberry CDP,2020-01-01T00:00:00.000,2020,January,N,Final,900,800,0,0.036
15955,Sub-County Place,Auburn city,2020-01-01T00:00:00.000,2020,January,N,Final,6700,6400,300,0.046
15956,Sub-County Place,August CDP,2020-01-01T00:00:00.000,2020,January,N,Final,3200,2800,500,0.142
15957,Sub-County Place,Avalon city,2020-01-01T00:00:00.000,2020,January,N,Final,2200,2200,0,0
15958,Sub-County Place,Avenal city,2020-01-01T00:00:00.000,2020,January,N,Final,3800,3200,600,0.155
15959,Sub-County Place,Avery CDP,2020-01-01T00:00:00.000,2020,January,N,Final,310,300,10,0.041
15960,Sub-County Place,Avocado Heights CDP,2020-01-01T00:00:00.000,2020,January,N,Final,7600,7100,500,0.065
15961,Sub-County Place,Azusa city,2020-01-01T00:00:00.000,2020,January,N,Final,26000,24800,1200,0.048
15962,Sub-County Place,Bakersfield city,2020-01-01T00:00:00.000,2020,January,N,Final,178400,168100,10400,0.058
15963,Sub-County Place,Baldwin Park city,2020-01-01T00:00:00.000,2020,January,N,Final,35300,33500,1800,0.051
15964,Sub-County Place,Banning city,2020-01-01T00:00:00.000,2020,January,N,Final,11300,10700,600,0.052
15965,Sub-County Place,Barstow city,2020-01-01T00:00:00.000,2020,January,N,Final,8800,8300,400,0.048
15966,Sub-County Place,Bay Point CDP,2020-01-01T00:00:00.000,2020,January,N,Final,12400,11800,600,0.051
15967,Sub-County Place,Beale AFB CDP,2020-01-01T00:00:00.000,2020,January,N,Final,200,200,0,0.036
15968,Sub-County Place,Bear Valley CDP,2020-01-01T00:00:00.000,2020,January,N,Final,50,50,0,0
15969,Sub-County Place,Bear Valley Springs CDP,2020-01-01T00:00:00.000,2020,January,N,Final,1800,1700,100,0.059
15970,Sub-County Place,Beaumont city,2020-01-01T00:00:00.000,2020,January,N,Final,24100,23200,900,0.036
15971,Sub-County Place,Beckwourth CDP,2020-01-01T00:00:00.000,2020,January,N,Final,250,250,0,0
15972,Sub-County Place,Belden CDP,2020-01-01T00:00:00.000,2020,January,N,Final,0,0,0,0
15973,Sub-County Place,Bell city,2020-01-01T00:00:00.000,2020,January,N,Final,15500,14700,800,0.051
15974,Sub-County Place,Bellflower city,2020-01-01T00:00:00.000,2020,January,N,Final,37200,35200,2100,0.056
15975,Sub-County Place,Bell Gardens city,2020-01-01T00:00:00.000,2020,January,N,Final,18500,17600,900,0.049
15976,Sub-County Place,Belmont city,2020-01-01T00:00:00.000,2020,January,N,Final,16700,16300,400,0.021
15977,Sub-County Place,Benicia city,2020-01-01T00:00:00.000,2020,January,N,Final,14600,14100,500,0.031
15978,Sub-County Place,Ben Lomond CDP,2020-01-01T00:00:00.000,2020,January,N,Final,3700,3600,100,0.022
15979,Sub-County Place,Berkeley city,2020-01-01T00:00:00.000,2020,January,N,Final,62100,60200,1900,0.03
15980,Sub-County Place,Bermuda Dunes CDP,2020-01-01T00:00:00.000,2020,January,N,Final,3400,3200,200,0.048
15981,Sub-County Place,Bertsch Oceanview CDP,2020-01-01T00:00:00.000,2020,January,N,Final,750,620,140,0.18
15982,Sub-County Place,Bethel Island CDP,2020-01-01T00:00:00.000,2020,January,N,Final,800,700,0,0.03
15983,Sub-County Place,Beverly Hills city,2020-01-01T00:00:00.000,2020,January,N,Final,18600,17800,800,0.042
15984,Sub-County Place,Big Bear City CDP,2020-01-01T00:00:00.000,2020,January,N,Final,5800,5600,200,0.03
15985,Sub-County Place,Big Bear Lake city,2020-01-01T00:00:00.000,2020,January,N,Final,2400,2400,0,0.015
15986,Sub-County Place,Biggs city,2020-01-01T00:00:00.000,2020,January,N,Final,800,800,0,0.026
15987,Sub-County Place,Big Pine CDP,2020-01-01T00:00:00.000,2020,January,N,Final,690,670,20,0.03
15988,Sub-County Place,Big River CDP,2020-01-01T00:00:00.000,2020,January,N,Final,400,400,0,0.064
15989,Sub-County Place,Biola CDP,2020-01-01T00:00:00.000,2020,January,N,Final,900,700,200,0.219
15990,Sub-County Place,Bishop city,2020-01-01T00:00:00.000,2020,January,N,Final,1890,1820,70,0.037
15991,Sub-County Place,Bloomington CDP,2020-01-01T00:00:00.000,2020,January,N,Final,10000,9700,300,0.029
15992,Sub-County Place,Blue Lake city,2020-01-01T00:00:00.000,2020,January,N,Final,500,500,0,0.024
15993,Sub-County Place,Bluewater CDP,2020-01-01T00:00:00.000,2020,January,N,Final,0,0,0,0.079
15994,Sub-County Place,Blythe city,2020-01-01T00:00:00.000,2020,January,N,Final,5700,5400,300,0.048
15995,Sub-County Place,Bodega Bay CDP,2020-01-01T00:00:00.000,2020,January,N,Final,400,400,0,0.034
15996,Sub-County Place,Bodfish CDP,2020-01-01T00:00:00.000,2020,January,N,Final,500,500,0,0.09
15997,Sub-County Place,Bonadelle Ranchos Madera Ranchos CDP,2020-01-01T00:00:00.000,2020,January,N,Final,4200,4000,200,0.058
15998,Sub-County Place,Bonita CDP,2020-01-01T00:00:00.000,2020,January,N,Final,5900,5600,300,0.049
15999,Sub-County Place,Bootjack CDP,2020-01-01T00:00:00.000,2020,January,N,Final,310,290,30,0.081
16000,Sub-County Place,Boron CDP,2020-01-01T00:00:00.000,2020,January,N,Final,900,900,100,0.066
16001,Sub-County Place,Boronda CDP,2020-01-01T00:00:00.000,2020,January,N,Final,1000,600,300,0.344
16002,Sub-County Place,Bostonia CDP,2020-01-01T00:00:00.000,2020,January,N,Final,7900,7500,400,0.048
16003,Sub-County Place,Boulder Creek CDP,2020-01-01T00:00:00.000,2020,January,N,Final,2700,2500,200,0.07
16004,Sub-County Place,Boyes Hot Springs CDP,2020-01-01T00:00:00.000,2020,January,N,Final,3900,3900,100,0.022
16005,Sub-County Place,Bradbury city,2020-01-01T00:00:00.000,2020,January,N,Final,400,400,0,0.016
16006,Sub-County Place,Bradley CDP,2020-01-01T00:00:00.000,2020,January,N,Final,0,0,0,0
16007,Sub-County Place,Brawley city,2020-01-01T00:00:00.000,2020,January,N,Final,10500,8700,1800,0.172
16008,Sub-County Place,Brea city,2020-01-01T00:00:00.000,2020,January,N,Final,22900,22300,700,0.029
16009,Sub-County Place,Brentwood city,2020-01-01T00:00:00.000,2020,January,N,Final,29600,28500,1100,0.038
16010,Sub-County Place,Bret Harte CDP,2020-01-01T00:00:00.000,2020,January,N,Final,1800,1500,300,0.146
16011,Sub-County Place,Brisbane city,2020-01-01T00:00:00.000,2020,January,N,Final,2900,2900,0,0.015
16012,Sub-County Place,Broadmoor CDP,2020-01-01T00:00:00.000,2020,January,N,Final,3300,3200,200,0.05
16013,Sub-County Place,Bucks Lake CDP,2020-01-01T00:00:00.000,2020,January,N,Final,0,0,0,0
16014,Sub-County Place,Buellton city,2020-01-01T00:00:00.000,2020,January,N,Final,2700,2600,0,0.016
16015,Sub-County Place,Buena Park city,2020-01-01T00:00:00.000,2020,January,N,Final,39900,38600,1300,0.034
16016,Sub-County Place,Burbank city,2020-01-01T00:00:00.000,2020,January,N,Final,60200,56800,3400,0.056
16017,Sub-County Place,Burlingame city,2020-01-01T00:00:00.000,2020,January,N,Final,18700,18300,400,0.022
16018,Sub-County Place,Burney CDP,2020-01-01T00:00:00.000,2020,January,N,Final,1400,1200,100,0.106
16019,Sub-County Place,Buttonwillow CDP,2020-01-01T00:00:00.000,2020,January,N,Final,500,400,100,0.116
16020,Sub-County Place,Byron CDP,2020-01-01T00:00:00.000,2020,January,N,Final,500,500,0,0.067
16021,Sub-County Place,Bystrom CDP,2020-01-01T00:00:00.000,2020,January,N,Final,1400,1300,100,0.077
16022,Sub-County Place,Cabazon CDP,2020-01-01T00:00:00.000,2020,January,N,Final,1200,1100,0,0.02
16023,Sub-County Place,Calabasas city,2020-01-01T00:00:00.000,2020,January,N,Final,12600,12200,400,0.032
16024,Sub-County Place,Calexico city,2020-01-01T00:00:00.000,2020,January,N,Final,18900,12600,6200,0.329
16025,Sub-County Place,California City city,2020-01-01T00:00:00.000,2020,January,N,Final,5000,4100,900,0.172
16026,Sub-County Place,Calimesa city,2020-01-01T00:00:00.000,2020,January,N,Final,3600,3500,100,0.034
16027,Sub-County Place,Calipatria city,2020-01-01T00:00:00.000,2020,January,N,Final,1300,900,400,0.278
16028,Sub-County Place,Calistoga city,2020-01-01T00:00:00.000,2020,January,N,Final,2700,2600,100,0.043
16029,Sub-County Place,Calwa CDP,2020-01-01T00:00:00.000,2020,January,N,Final,900,800,200,0.166
16030,Sub-County Place,Camarillo city,2020-01-01T00:00:00.000,2020,January,N,Final,34400,33400,1000,0.029
16031,Sub-County Place,Cambria CDP,2020-01-01T00:00:00.000,2020,January,N,Final,2600,2400,100,0.05
16032,Sub-County Place,Cameron Park CDP,2020-01-01T00:00:00.000,2020,January,N,Final,9100,8800,300,0.032
16033,Sub-County Place,Campbell city,2020-01-01T00:00:00.000,2020,January,N,Final,26400,25800,600,0.023
16034,Sub-County Place,Cantua Creek CDP,2020-01-01T00:00:00.000,2020,January,N,Final,100,100,0,0
16035,Sub-County Place,Canyondam CDP,2020-01-01T00:00:00.000,2020,January,N,Final,0,0,0,0
16036,Sub-County Place,Canyon Lake city,2020-01-01T00:00:00.000,2020,January,N,Final,5400,5300,100,0.019
16037,Sub-County Place,Capitola city,2020-01-01T00:00:00.000,2020,January,N,Final,5000,4900,100,0.014
16038,Sub-County Place,Carlsbad city,2020-01-01T00:00:00.000,2020,January,N,Final,54800,53100,1700,0.032
16039,Sub-County Place,Carmel by the Sea city,2020-01-01T00:00:00.000,2020,January,N,Final,1400,1400,0,0.001
16040,Sub-County Place,Carmel Valley Village CDP,2020-01-01T00:00:00.000,2020,January,N,Final,2400,2000,400,0.151
16041,Sub-County Place,Carmichael CDP,2020-01-01T00:00:00.000,2020,January,N,Final,30500,29500,1100,0.035
16042,Sub-County Place,Carpinteria city,2020-01-01T00:00:00.000,2020,January,N,Final,7100,6800,300,0.042
16043,Sub-County Place,Carson city,2020-01-01T00:00:00.000,2020,January,N,Final,47200,44700,2500,0.053
16044,Sub-County Place,Cartago CDP,2020-01-01T00:00:00.000,2020,January,N,Final,10,10,0,0
16045,Sub-County Place,Caruthers CDP,2020-01-01T00:00:00.000,2020,January,N,Final,1000,900,100,0.098
16046,Sub-County Place,Casa Conejo CDP,2020-01-01T00:00:00.000,2020,January,N,Final,1700,1600,100,0.062
16047,Sub-County Place,Casa de Oro Mount Helix CDP,2020-01-01T00:00:00.000,2020,January,N,Final,9700,9500,300,0.029
16048,Sub-County Place,Castro Valley CDP,2020-01-01T00:00:00.000,2020,January,N,Final,31300,30400,900,0.029
16049,Sub-County Place,Castroville CDP,2020-01-01T00:00:00.000,2020,January,N,Final,3100,2600,500,0.169
16050,Sub-County Place,Cathedral City city,2020-01-01T00:00:00.000,2020,January,N,Final,26500,25500,900,0.035
16051,Sub-County Place,Cayucos CDP,2020-01-01T00:00:00.000,2020,January,N,Final,1300,1200,0,0.035
16052,Sub-County Place,Ceres city,2020-01-01T00:00:00.000,2020,January,N,Final,21300,19600,1700,0.078
16053,Sub-County Place,Cerritos city,2020-01-01T00:00:00.000,2020,January,N,Final,25800,24700,1000,0.041
16054,Sub-County Place,Challenge Brownsville CDP,2020-01-01T00:00:00.000,2020,January,N,Final,200,200,0,0.042
16055,Sub-County Place,Channel Islands Beach CDP,2020-01-01T00:00:00.000,2020,January,N,Final,1700,1500,200,0.137
16056,Sub-County Place,Charter Oak CDP,2020-01-01T00:00:00.000,2020,January,N,Final,5300,5000,400,0.066
16057,Sub-County Place,Cherryland CDP,2020-01-01T00:00:00.000,2020,January,N,Final,7300,6900,400,0.052
16058,Sub-County Place,Cherry Valley CDP,2020-01-01T00:00:00.000,2020,January,N,Final,3400,3300,100,0.029
16059,Sub-County Place,Chester CDP,2020-01-01T00:00:00.000,2020,January,N,Final,950,920,30,0.029
16060,Sub-County Place,Chico city,2020-01-01T00:00:00.000,2020,January,N,Final,52500,50500,2000,0.038
16061,Sub-County Place,Chilcoot Vinton CDP,2020-01-01T00:00:00.000,2020,January,N,Final,140,110,20,0.162
16062,Sub-County Place,China Lake Acres CDP,2020-01-01T00:00:00.000,2020,January,N,Final,700,700,0,0.032
16063,Sub-County Place,Chinese Camp CDP,2020-01-01T00:00:00.000,2020,January,N,Final,30,30,0,0
16064,Sub-County Place,Chino city,2020-01-01T00:00:00.000,2020,January,N,Final,45200,43700,1500,0.034
16065,Sub-County Place,Chino Hills city,2020-01-01T00:00:00.000,2020,January,N,Final,46200,45000,1200,0.026
16066,Sub-County Place,Chowchilla city,2020-01-01T00:00:00.000,2020,January,N,Final,4300,4100,300,0.064
16067,Sub-County Place,Chualar CDP,2020-01-01T00:00:00.000,2020,January,N,Final,700,700,100,0.077
16068,Sub-County Place,Chula Vista city,2020-01-01T00:00:00.000,2020,January,N,Final,124200,119400,4800,0.039
16069,Sub-County Place,Citrus CDP,2020-01-01T00:00:00.000,2020,January,N,Final,5200,5000,200,0.043
16070,Sub-County Place,Citrus Heights city,2020-01-01T00:00:00.000,2020,January,N,Final,43300,41600,1700,0.039
16071,Sub-County Place,Claremont city,2020-01-01T00:00:00.000,2020,January,N,Final,17600,16800,800,0.045
16072,Sub-County Place,Clayton city,2020-01-01T00:00:00.000,2020,January,N,Final,5800,5700,100,0.019
16073,Sub-County Place,Clearlake city,2020-01-01T00:00:00.000,2020,January,N,Final,5960,5150,810,0.136
16074,Sub-County Place,Clearlake Oaks CDP,2020-01-01T00:00:00.000,2020,January,N,Final,860,800,60,0.064
16075,Sub-County Place,Clio CDP,2020-01-01T00:00:00.000,2020,January,N,Final,30,30,0,0
16076,Sub-County Place,Cloverdale city,2020-01-01T00:00:00.000,2020,January,N,Final,4100,4100,100,0.015
16077,Sub-County Place,Clovis city,2020-01-01T00:00:00.000,2020,January,N,Final,55100,53100,2000,0.037
16078,Sub-County Place,Clyde CDP,2020-01-01T00:00:00.000,2020,January,N,Final,400,400,0,0.045
16079,Sub-County Place,Coachella city,2020-01-01T00:00:00.000,2020,January,N,Final,20100,18100,2000,0.098
16080,Sub-County Place,Coalinga city,2020-01-01T00:00:00.000,2020,January,N,Final,6200,5700,500,0.074
16081,Sub-County Place,Cobb CDP,2020-01-01T00:00:00.000,2020,January,N,Final,560,540,20,0.043
16082,Sub-County Place,Colfax city,2020-01-01T00:00:00.000,2020,January,N,Final,1100,1000,100,0.06
16083,Sub-County Place,Colton city,2020-01-01T00:00:00.000,2020,January,N,Final,24900,23900,1000,0.04
